Date,Open,High,Low,Close,Volume
2017-07-12,49000.0,50000.0,48840.0,49880.0,9486150
2017-07-13,50080.0,50940.0,50040.0,50560.0,16034150
2017-07-14,51000.0,51080.0,50420.0,50480.0,8239000
2017-07-17,50900.0,51020.0,50520.0,50640.0,8976100
2017-07-18,50420.0,50880.0,50360.0,50840.0,7084450
2017-07-19,50620.0,50820.0,50000.0,50740.0,11157500
2017-07-20,50760.0,51320.0,50560.0,51200.0,8367600
2017-07-21,50860.0,51160.0,50520.0,51080.0,8449050
2017-07-24,50700.0,51000.0,50620.0,50860.0,7099750
2017-07-25,50500.0,50760.0,49940.0,50000.0,10810600
2017-07-26,49600.0,50020.0,49300.0,49840.0,11224800
2017-07-27,50000.0,50640.0,49560.0,49800.0,11449500
2017-07-28,49800.0,49800.0,47380.0,47760.0,26168300
2017-07-31,47420.0,48240.0,46920.0,48200.0,12701400
2017-08-01,48000.0,48840.0,47540.0,48600.0,11369500
2017-08-02,49200.0,49340.0,48600.0,49000.0,7777450
2017-08-03,49000.0,49000.0,47120.0,47780.0,15540800
2017-08-04,48160.0,48180.0,47500.0,47700.0,8359200
2017-08-07,47500.0,48080.0,47440.0,47580.0,7218250
2017-08-08,47980.0,48260.0,47480.0,47720.0,7979600
2017-08-09,47400.0,47400.0,46240.0,46280.0,14555400
2017-08-10,46200.0,46320.0,45460.0,45900.0,22986150
2017-08-11,45120.0,45300.0,44220.0,44620.0,25407300
2017-08-14,45120.0,45400.0,44720.0,45000.0,19185600
2017-08-16,46220.0,46380.0,46000.0,46200.0,21913650
2017-08-17,46960.0,47300.0,46740.0,47040.0,12415850
2017-08-18,46760.0,47240.0,46240.0,46900.0,10477950
2017-08-21,47240.0,47240.0,46580.0,46840.0,5103450
2017-08-22,46820.0,47160.0,46700.0,47000.0,7381750
2017-08-23,47780.0,47780.0,47180.0,47480.0,9384700
2017-08-24,47520.0,47660.0,47340.0,47520.0,8657450
2017-08-25,47880.0,47880.0,46720.0,47020.0,11243550
2017-08-28,47020.0,47240.0,45960.0,46100.0,9962100
2017-08-29,45640.0,46080.0,45160.0,46080.0,12623650
2017-08-30,46380.0,46400.0,45960.0,46200.0,7513000
2017-08-31,46220.0,46640.0,46000.0,46320.0,11011700
2017-09-01,46460.0,46640.0,46300.0,46480.0,10641700
2017-09-04,45780.0,46360.0,45500.0,46040.0,7943500
2017-09-05,46240.0,46900.0,45960.0,46760.0,11716100
2017-09-06,46760.0,47180.0,46700.0,47000.0,10811050
2017-09-07,47000.0,48220.0,47000.0,48120.0,9676500
2017-09-08,48700.0,49180.0,48580.0,49080.0,10893000
2017-09-11,49700.0,50180.0,49500.0,49800.0,10374750
2017-09-12,50200.0,50220.0,49140.0,49600.0,12029750
2017-09-13,49820.0,50400.0,49440.0,49620.0,9357000
2017-09-14,50060.0,50320.0,49760.0,50300.0,14204750
2017-09-15,50300.0,50560.0,49860.0,50400.0,10757300
2017-09-18,50540.0,52480.0,50520.0,52480.0,11524950
2017-09-19,52500.0,52640.0,51780.0,52120.0,9850400
2017-09-20,52120.0,52500.0,51840.0,52220.0,9292750
2017-09-21,52220.0,52960.0,52220.0,52800.0,8839800
2017-09-25,53000.0,53680.0,53000.0,53620.0,9303100
2017-09-26,53620.0,53620.0,53620.0,53620.0,0
2017-09-27,52000.0,52200.0,51500.0,51680.0,10797000
2017-09-28,52260.0,52460.0,51260.0,51260.0,12025450
2017-09-29,51180.0,51620.0,50840.0,51280.0,12909400
2017-10-10,53360.0,53640.0,52800.0,52800.0,20519800
2017-10-11,53600.0,54760.0,53340.0,54640.0,13652150
2017-10-12,54840.0,55160.0,54100.0,54800.0,13890700
2017-10-13,54540.0,54840.0,53780.0,54000.0,12601650
2017-10-16,53980.0,54860.0,53760.0,53920.0,9769950
2017-10-17,54020.0,55380.0,54000.0,54800.0,10607800
2017-10-18,54820.0,55240.0,54040.0,54760.0,10110750
2017-10-19,54700.0,54700.0,52980.0,52980.0,12108700
2017-10-20,52800.0,54100.0,52800.0,53840.0,8027050
2017-10-23,54600.0,54640.0,54000.0,54300.0,8311050
2017-10-24,54700.0,54780.0,54040.0,54040.0,5806050
2017-10-25,54040.0,54420.0,53700.0,53900.0,5882850
2017-10-26,53720.0,53900.0,52400.0,52400.0,9776550
2017-10-27,52400.0,53320.0,52140.0,53080.0,7392500
2017-10-30,53780.0,54320.0,53700.0,54040.0,8196150
2017-10-31,54060.0,55440.0,53500.0,55080.0,13381550
2017-11-01,57500.0,57500.0,56180.0,57220.0,14510250
2017-11-02,57500.0,57520.0,56760.0,57060.0,10721050
2017-11-03,57060.0,57140.0,55860.0,56380.0,9935800
2017-11-06,56380.0,56500.0,55340.0,56380.0,9000950
2017-11-07,56380.0,56920.0,55860.0,56100.0,7464550
2017-11-08,56100.0,57060.0,55860.0,56760.0,8520200
2017-11-09,56920.0,56920.0,55900.0,56340.0,11994050
2017-11-10,55800.0,56540.0,55780.0,56400.0,6748800
2017-11-13,56400.0,56800.0,56100.0,56380.0,8806650
2017-11-14,56380.0,56740.0,55920.0,55920.0,6725000
2017-11-15,55920.0,56320.0,55320.0,55340.0,8816950
2017-11-16,55440.0,56000.0,55400.0,55780.0,7640700
2017-11-17,56400.0,56880.0,55820.0,55820.0,10733150
2017-11-20,55900.0,55980.0,55200.0,55200.0,9472750
2017-11-21,55400.0,55840.0,55280.0,55280.0,10324700
2017-11-22,55980.0,56200.0,55620.0,55960.0,7952950
2017-11-23,55960.0,55980.0,55020.0,55300.0,6272900
2017-11-24,55300.0,55500.0,55180.0,55460.0,4536200
2017-11-27,55360.0,55360.0,52640.0,52640.0,18128900
2017-11-28,52700.0,53280.0,51720.0,53280.0,13499400
2017-11-29,53200.0,53240.0,52500.0,52600.0,9590250
2017-11-30,50800.0,51860.0,50200.0,50800.0,29634150
2017-12-01,50800.0,51780.0,50800.0,50840.0,12868600
2017-12-04,50840.0,51340.0,50020.0,51340.0,14865050
2017-12-05,50600.0,51300.0,50280.0,51260.0,9326550
2017-12-06,51260.0,51560.0,50020.0,50020.0,10889200
2017-12-07,50040.0,50980.0,50020.0,50740.0,11065600
2017-12-08,51360.0,52000.0,51040.0,52000.0,11290450
2017-12-11,52000.0,52040.0,51500.0,51780.0,8125850
2017-12-12,51820.0,52100.0,51660.0,52100.0,8765050
2017-12-13,52100.0,52100.0,51100.0,51320.0,11333700
2017-12-14,51320.0,52280.0,51060.0,51060.0,20310400
2017-12-15,51240.0,51480.0,50520.0,50620.0,14928550
2017-12-18,50620.0,51240.0,50620.0,51200.0,7350250
2017-12-19,51540.0,52080.0,51520.0,51560.0,11978600
2017-12-21,51000.0,51060.0,49100.0,49140.0,15624300
2017-12-22,49400.0,49960.0,49240.0,49700.0,11199650
2017-12-26,49760.0,50100.0,48200.0,48200.0,16039850
2017-12-27,48960.0,49560.0,48460.0,49360.0,10743600
2017-12-28,49560.0,50960.0,49500.0,50960.0,8985450
2018-01-02,51380.0,51400.0,50780.0,51020.0,8474250
2018-01-03,52540.0,52560.0,51420.0,51620.0,10013500
2018-01-04,52120.0,52180.0,50640.0,51080.0,11695450
2018-01-05,51300.0,52120.0,51200.0,52120.0,9481150
2018-01-08,52400.0,52520.0,51500.0,52020.0,8383650
2018-01-09,51460.0,51720.0,49980.0,50400.0,18013600
2018-01-10,50500.0,50520.0,48640.0,48840.0,18566800
2018-01-11,48200.0,49260.0,48020.0,48240.0,25123800
2018-01-12,48240.0,48480.0,46760.0,48200.0,27270450
2018-01-15,48800.0,48980.0,47920.0,48540.0,10096000
2018-01-16,48760.0,50140.0,48620.0,50000.0,20389650
2018-01-17,50020.0,50020.0,49060.0,49620.0,11053050
2018-01-18,50020.0,50640.0,49820.0,49900.0,14848850
2018-01-19,50380.0,50380.0,49040.0,49320.0,9219950
2018-01-22,48640.0,48680.0,47960.0,48240.0,12520900
2018-01-23,48660.0,49160.0,48300.0,49160.0,13532700
2018-01-24,48860.0,49700.0,48560.0,49340.0,9550500
2018-01-25,49220.0,50360.0,49160.0,50260.0,11160350
2018-01-26,50500.0,50780.0,49840.0,50780.0,10350100
2018-01-29,51200.0,51480.0,50900.0,51220.0,11838800
2018-01-30,50440.0,50640.0,49780.0,49800.0,12284550
2018-01-31,50020.0,54140.0,49600.0,49900.0,64681300
2018-02-01,50620.0,50960.0,49720.0,49820.0,27609450
2018-02-02,49380.0,49400.0,47700.0,47700.0,29260350
2018-02-05,46500.0,48320.0,46000.0,47920.0,28357900
2018-02-06,46600.0,47920.0,46580.0,47420.0,19406450
2018-02-07,48240.0,48260.0,45800.0,45800.0,23448050
2018-02-08,46120.0,46620.0,45980.0,46000.0,23251050
2018-02-09,44440.0,45180.0,44420.0,44700.0,17465000
2018-02-12,45100.0,46320.0,45040.0,45720.0,15754950
2018-02-13,46200.0,48060.0,46200.0,47540.0,18923250
2018-02-14,48080.0,49100.0,47940.0,49000.0,18905900
2018-02-19,49800.0,49800.0,47860.0,48380.0,15353450
2018-02-20,48040.0,48160.0,47220.0,47400.0,10122600
2018-02-21,47280.0,47580.0,46840.0,47280.0,12880200
2018-02-22,47260.0,47260.0,46760.0,46760.0,8869950
2018-02-23,46760.0,47800.0,46760.0,47220.0,12423300
2018-02-26,47280.0,47560.0,47080.0,47380.0,9560650
2018-02-27,48360.0,48380.0,47380.0,47380.0,9830550
2018-02-28,47380.0,48100.0,47000.0,47060.0,15162350
2018-03-02,46580.0,46800.0,46000.0,46020.0,13265500
2018-03-05,45820.0,46160.0,45080.0,45200.0,14100950
2018-03-06,45920.0,47100.0,45820.0,47020.0,15423350
2018-03-07,48200.0,48900.0,47220.0,48620.0,21427050
2018-03-08,49200.0,49480.0,48080.0,49200.0,19463650
2018-03-09,49440.0,50540.0,49240.0,49740.0,14304400
2018-03-12,50560.0,50780.0,49580.0,49740.0,8688950
2018-03-13,50760.0,51660.0,50360.0,51660.0,20098700
2018-03-14,51020.0,52000.0,51000.0,51760.0,12713250
2018-03-15,52000.0,52020.0,51020.0,51540.0,8882450
2018-03-16,51220.0,51420.0,50240.0,51140.0,12184900
2018-03-19,50620.0,51340.0,50440.0,50740.0,8218850
2018-03-20,50700.0,51200.0,50100.0,51200.0,8193250
2018-03-21,51780.0,51780.0,51060.0,51060.0,8905200
2018-03-22,51060.0,51780.0,51040.0,51780.0,8454100
2018-03-23,50340.0,50720.0,49600.0,49720.0,14854950
2018-03-26,49420.0,50280.0,49040.0,50280.0,10057750
2018-03-27,50320.0,50460.0,49080.0,49980.0,11874000
2018-03-28,49100.0,49100.0,48340.0,48700.0,15159450
2018-03-29,48700.0,49560.0,48320.0,49040.0,10067000
2018-03-30,49080.0,49900.0,49080.0,49220.0,7777100
2018-04-02,49000.0,49220.0,48500.0,48540.0,7115650
2018-04-03,47880.0,48140.0,47280.0,48120.0,12768250
2018-04-04,48160.0,48260.0,46920.0,46920.0,12384200
2018-04-05,47400.0,49380.0,47340.0,48740.0,13245600
2018-04-06,48000.0,48580.0,47400.0,48400.0,12532700
2018-04-09,48260.0,49440.0,48200.0,49200.0,9950400
2018-04-10,48540.0,49220.0,48040.0,48880.0,10984350
2018-04-11,49900.0,49900.0,48600.0,48860.0,10051100
2018-04-12,49440.0,49440.0,48880.0,49000.0,12466250
2018-04-13,49600.0,50180.0,49400.0,49800.0,10278300
2018-04-16,50320.0,50600.0,49860.0,50340.0,7877450
2018-04-17,50240.0,50540.0,49820.0,49980.0,7772000
2018-04-18,51000.0,51360.0,50580.0,51360.0,13462600
2018-04-19,52000.0,52980.0,51540.0,52780.0,17190550
2018-04-20,51800.0,52260.0,51420.0,51620.0,11761000
2018-04-23,51000.0,52080.0,51000.0,51900.0,11619000
2018-04-24,51840.0,51860.0,50080.0,50460.0,15770300
2018-04-25,49220.0,50500.0,49220.0,50400.0,16614600
2018-04-26,50420.0,52160.0,50400.0,52140.0,18046550
2018-04-27,53380.0,53640.0,52440.0,53000.0,30310800
2018-04-30,53000.0,53000.0,53000.0,53000.0,0
2018-05-02,53000.0,53000.0,53000.0,53000.0,0
2018-05-03,53000.0,53000.0,53000.0,53000.0,0
2018-05-04,53000.0,53900.0,51800.0,51900.0,39565391
2018-05-08,52600.0,53200.0,51900.0,52600.0,23104720
2018-05-09,52600.0,52800.0,50900.0,50900.0,16128305
2018-05-10,51700.0,51700.0,50600.0,51600.0,13905263
2018-05-11,52000.0,52200.0,51200.0,51300.0,10314997
2018-05-14,51000.0,51100.0,49900.0,50100.0,14909272
2018-05-15,50200.0,50400.0,49100.0,49200.0,18709146
2018-05-16,49200.0,50200.0,49150.0,49850.0,15918683
2018-05-17,50300.0,50500.0,49400.0,49400.0,10365440
2018-05-18,49900.0,49900.0,49350.0,49500.0,6706570
2018-05-21,49650.0,50200.0,49100.0,50000.0,9020998
2018-05-23,50600.0,52000.0,50400.0,51800.0,17095490
2018-05-24,52000.0,52000.0,51100.0,51400.0,8289275
2018-05-25,51000.0,52800.0,50800.0,52700.0,15207266
2018-05-28,52500.0,53000.0,52000.0,52300.0,9787820
2018-05-29,52200.0,52500.0,51300.0,51300.0,8480437
2018-05-30,51300.0,51500.0,49100.0,49500.0,20498098
2018-05-31,50400.0,50800.0,49850.0,50700.0,63491109
2018-06-01,50500.0,51700.0,49950.0,51300.0,13038499
2018-06-04,50800.0,51200.0,50700.0,51100.0,9767171
2018-06-05,51100.0,51400.0,50400.0,51300.0,9144100
2018-06-07,51800.0,51800.0,50500.0,50600.0,13590016
2018-06-08,50200.0,50400.0,49600.0,49650.0,16951706
2018-06-11,49750.0,50300.0,49350.0,49900.0,10571312
2018-06-12,49700.0,49800.0,49250.0,49400.0,12110569
2018-06-14,49000.0,49000.0,48200.0,48200.0,20971729
2018-06-15,48500.0,48700.0,47650.0,47650.0,17080892
2018-06-18,47600.0,47650.0,46200.0,46600.0,16661870
2018-06-19,47200.0,47350.0,46500.0,47000.0,15217971
2018-06-20,47450.0,47600.0,46850.0,47000.0,12959316
2018-06-21,47900.0,47900.0,47050.0,47050.0,10015541
2018-06-22,47000.0,47250.0,46200.0,47250.0,10298006
2018-06-25,47050.0,47050.0,46150.0,46650.0,10587711
2018-06-26,45900.0,47300.0,45900.0,47000.0,11223166
2018-06-27,47450.0,48500.0,47000.0,47950.0,15274752
2018-06-28,46850.0,47150.0,46600.0,46800.0,12784800
2018-06-29,46250.0,47150.0,46200.0,46650.0,14099635
2018-07-02,46500.0,47150.0,45500.0,45550.0,13112253
2018-07-03,45750.0,46450.0,45750.0,46150.0,10959655
2018-07-04,46700.0,47050.0,46050.0,46250.0,8776763
2018-07-05,46100.0,46550.0,45600.0,45950.0,7039773
2018-07-06,45500.0,45850.0,44650.0,44900.0,17843706
2018-07-09,45500.0,46100.0,45200.0,45600.0,11602464
2018-07-10,46200.0,46550.0,46100.0,46300.0,10528665
2018-07-11,46400.0,46450.0,45400.0,46000.0,11224077
2018-07-12,45900.0,46250.0,45450.0,45500.0,11828104
2018-07-13,45800.0,46500.0,45750.0,46500.0,11543389
2018-07-16,46800.0,46800.0,46000.0,46050.0,7678719
2018-07-17,46150.0,46200.0,45600.0,45850.0,8892953
2018-07-18,46700.0,47200.0,46450.0,46550.0,10952645
2018-07-19,47050.0,47200.0,46600.0,46900.0,9880128
2018-07-20,47000.0,47600.0,46700.0,47450.0,10474547
2018-07-23,47100.0,47200.0,46150.0,46500.0,10823782
2018-07-24,46350.0,46600.0,45950.0,46150.0,8261363
2018-07-25,46250.0,46550.0,45900.0,46150.0,7222471
2018-07-26,46100.0,47000.0,46000.0,46900.0,7374946
2018-07-27,46450.0,47000.0,46450.0,46900.0,4762460
2018-07-30,46550.0,46800.0,46350.0,46500.0,5723035
2018-07-31,46200.0,46450.0,46000.0,46250.0,8033607
2018-08-01,46050.0,46850.0,46050.0,46550.0,7484499
2018-08-02,46550.0,46800.0,45500.0,45550.0,8560924
2018-08-03,45850.0,45900.0,45450.0,45750.0,8274944
2018-08-06,46150.0,46150.0,45750.0,45800.0,6771979
2018-08-07,46300.0,46750.0,45900.0,46700.0,9058174
2018-08-08,47000.0,47000.0,46550.0,46800.0,6429338
2018-08-09,47000.0,47050.0,46450.0,46900.0,12010886
2018-08-10,46150.0,46400.0,44850.0,45400.0,16670643
2018-08-13,44950.0,45100.0,44650.0,45050.0,9803831
2018-08-14,44850.0,45400.0,44850.0,45150.0,6409259
2018-08-16,43800.0,44650.0,43700.0,44250.0,10088229
2018-08-17,44050.0,44400.0,44050.0,44100.0,6808747
2018-08-20,43500.0,44200.0,43500.0,43850.0,7289124
2018-08-21,43700.0,44900.0,43700.0,44800.0,9520270
2018-08-22,45150.0,46200.0,44900.0,46100.0,11641656
2018-08-23,46150.0,46200.0,45700.0,46200.0,6730918
2018-08-24,45900.0,46400.0,45550.0,46150.0,6582535
2018-08-27,46100.0,46550.0,46000.0,46300.0,5263782
2018-08-28,46800.0,46950.0,46300.0,46550.0,7365976
2018-08-29,46750.0,46800.0,46400.0,46800.0,5572374
2018-08-30,46950.0,47950.0,46700.0,47650.0,12193231
2018-08-31,47100.0,48450.0,47000.0,48450.0,13577454
2018-09-03,48200.0,48300.0,47300.0,47450.0,8595084
2018-09-04,47550.0,47800.0,47200.0,47650.0,6791255
2018-09-05,47300.0,47450.0,46400.0,46600.0,9139998
2018-09-06,46200.0,46400.0,45800.0,46100.0,9040553
2018-09-07,44500.0,45200.0,44400.0,44900.0,18285508
2018-09-10,45450.0,45550.0,45000.0,45500.0,9979838
2018-09-11,45550.0,45900.0,45050.0,45050.0,9865790
2018-09-12,44900.0,45100.0,44500.0,44550.0,12995269
2018-09-13,44550.0,44750.0,44000.0,44050.0,18277942
2018-09-14,45000.0,45850.0,44900.0,45850.0,12446344
2018-09-17,45550.0,45800.0,44900.0,45150.0,8123384
2018-09-18,44950.0,45900.0,44700.0,45500.0,9987090
2018-09-19,46000.0,46200.0,45700.0,46150.0,9367454
2018-09-20,46850.0,47600.0,46400.0,47250.0,13536966
2018-09-21,46550.0,47550.0,46550.0,47400.0,14476906
2018-09-27,46950.0,47500.0,46450.0,47500.0,15804586
2018-09-28,47250.0,47250.0,46300.0,46450.0,11270515
2018-10-01,46450.0,46800.0,45800.0,46350.0,6354983
2018-10-02,46450.0,46700.0,45700.0,45700.0,6607188
2018-10-04,45150.0,45600.0,44700.0,44700.0,11865327
2018-10-05,44800.0,45500.0,44550.0,44700.0,10544165
2018-10-08,44200.0,45200.0,44200.0,44950.0,6759464
2018-10-10,45250.0,45500.0,44500.0,45300.0,10341349
2018-10-11,44000.0,44650.0,43100.0,43100.0,19324537
2018-10-12,43200.0,44650.0,43200.0,44000.0,12640906
2018-10-15,44050.0,44050.0,43350.0,43800.0,7434522
2018-10-16,43700.0,44150.0,43350.0,43600.0,6825677
2018-10-17,44150.0,44500.0,44000.0,44150.0,8306193
2018-10-18,43950.0,44450.0,43700.0,44050.0,8347725
2018-10-19,43900.0,44150.0,43450.0,43900.0,7842520
2018-10-22,43450.0,43950.0,43200.0,43550.0,8357648
2018-10-23,43300.0,43450.0,42550.0,43050.0,9531231
2018-10-24,43050.0,43100.0,42250.0,42550.0,13522825
2018-10-25,40600.0,41550.0,40550.0,41000.0,19338170
2018-10-26,41100.0,41300.0,40400.0,41000.0,14413864
2018-10-29,40850.0,41950.0,40550.0,41400.0,14460521
2018-10-30,41400.0,43000.0,41000.0,42350.0,14205190
2018-10-31,42900.0,43350.0,41700.0,42400.0,17621480
2018-11-01,42450.0,42950.0,42150.0,42150.0,13423132
2018-11-02,43050.0,44250.0,42800.0,44150.0,16517112
2018-11-05,43750.0,43800.0,42900.0,43800.0,9426777
2018-11-06,43750.0,43800.0,42950.0,43750.0,7713625
2018-11-07,43600.0,44500.0,43400.0,44000.0,11553998
2018-11-08,44900.0,45050.0,44050.0,44050.0,12617397
2018-11-09,44450.0,44850.0,43900.0,44300.0,7318500
2018-11-12,43850.0,45250.0,43700.0,45200.0,8552566
2018-11-13,43900.0,44500.0,43400.0,44500.0,9311126
2018-11-14,44500.0,44500.0,43800.0,44100.0,6783344
2018-11-15,44050.0,44350.0,43500.0,44250.0,5864067
2018-11-16,44600.0,44750.0,43700.0,44000.0,7777124
2018-11-19,44050.0,44250.0,43450.0,43650.0,7538720
2018-11-20,42450.0,43000.0,42100.0,42800.0,9420664
2018-11-21,41800.0,42300.0,41800.0,42100.0,10769589
2018-11-22,42000.0,42650.0,42000.0,42450.0,5970796
2018-11-23,42450.0,42600.0,41900.0,42400.0,5192638
2018-11-26,42150.0,42800.0,42100.0,42600.0,6613009
2018-11-27,42900.0,43100.0,42500.0,43050.0,8367091
2018-11-28,42800.0,43200.0,42750.0,43150.0,6943099
2018-11-29,43850.0,43850.0,42900.0,43150.0,8473511
2018-11-30,43450.0,44000.0,41750.0,41850.0,19775519
2018-12-03,42750.0,43400.0,42400.0,43250.0,12110702
2018-12-04,42650.0,42900.0,41900.0,42150.0,14347746
2018-12-05,40900.0,41750.0,40850.0,41450.0,12631983
2018-12-06,40600.0,41100.0,40450.0,40500.0,14251826
2018-12-07,40900.0,41400.0,40850.0,40950.0,11433083
2018-12-10,40450.0,40650.0,40000.0,40200.0,14892263
2018-12-11,40600.0,40700.0,40200.0,40250.0,10638766
2018-12-12,40250.0,40700.0,40150.0,40450.0,12024279
2018-12-13,40650.0,40750.0,40000.0,40000.0,26254646
2018-12-14,40200.0,40200.0,38700.0,38950.0,19671783
